DateId,PK_Date,Date_Name,Year,Year_Name,Half_Year,Half_Year_Name,Quarter,Quarter_Name,Month,Month_Name,Day_Of_Year,Day_Of_Year_Name,Day_Of_Half_Year,Day_Of_Half_Year_Name,Day_Of_Quarter,Day_Of_Quarter_Name,Day_Of_Month,Day_Of_Month_Name,Month_Of_Year,Month_Of_Year_Name,Month_Of_Half_Year,Month_Of_Half_Year_Name,Month_Of_Quarter,Month_Of_Quarter_Name,Quarter_Of_Year,Quarter_Of_Year_Name,Quarter_Of_Half_Year,Quarter_Of_Half_Year_Name,Half_Year_Of_Year,Half_Year_Of_Year_Name
818,3/28/2008 0:00,Friday -  March 28 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,01-01-2008 00:00,Quarter 1 -  2008,03-01-2008 00:00,Mar-08,88,Day 88,88,Day 88,88,Day 88,28,Day 28,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
819,3/29/2008 0:00,Saturday -  March 29 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,01-01-2008 00:00,Quarter 1 -  2008,03-01-2008 00:00,Mar-08,89,Day 89,89,Day 89,89,Day 89,29,Day 29,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
820,3/30/2008 0:00,Sunday -  March 30 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,01-01-2008 00:00,Quarter 1 -  2008,03-01-2008 00:00,Mar-08,90,Day 90,90,Day 90,90,Day 90,30,Day 30,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
821,3/31/2008 0:00,Monday -  March 31 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,01-01-2008 00:00,Quarter 1 -  2008,03-01-2008 00:00,Mar-08,91,Day 91,91,Day 91,91,Day 91,31,Day 31,3,Month 3,3,Month 3,3,Month 3,1,Quarter 1,1,Quarter 1,1,Semester 1
822,04-01-2008 00:00,Tuesday -  April 01 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,92,Day 92,92,Day 92,1,Day 1,1,Day 1,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
823,04-02-2008 00:00,Wednesday -  April 02 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,93,Day 93,93,Day 93,2,Day 2,2,Day 2,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
824,04-03-2008 00:00,Thursday -  April 03 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,94,Day 94,94,Day 94,3,Day 3,3,Day 3,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
825,04-04-2008 00:00,Friday -  April 04 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,95,Day 95,95,Day 95,4,Day 4,4,Day 4,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
826,04-05-2008 00:00,Saturday -  April 05 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,96,Day 96,96,Day 96,5,Day 5,5,Day 5,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
827,04-06-2008 00:00,Sunday -  April 06 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,97,Day 97,97,Day 97,6,Day 6,6,Day 6,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
828,04-07-2008 00:00,Monday -  April 07 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,98,Day 98,98,Day 98,7,Day 7,7,Day 7,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
829,04-08-2008 00:00,Tuesday -  April 08 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,99,Day 99,99,Day 99,8,Day 8,8,Day 8,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
830,04-09-2008 00:00,Wednesday -  April 09 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,100,Day 100,100,Day 100,9,Day 9,9,Day 9,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
831,04-10-2008 00:00,Thursday -  April 10 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,101,Day 101,101,Day 101,10,Day 10,10,Day 10,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
832,04-11-2008 00:00,Friday -  April 11 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,102,Day 102,102,Day 102,11,Day 11,11,Day 11,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
833,04-12-2008 00:00,Saturday -  April 12 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,103,Day 103,103,Day 103,12,Day 12,12,Day 12,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
834,4/13/2008 0:00,Sunday -  April 13 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,104,Day 104,104,Day 104,13,Day 13,13,Day 13,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
835,4/14/2008 0:00,Monday -  April 14 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,105,Day 105,105,Day 105,14,Day 14,14,Day 14,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
836,4/15/2008 0:00,Tuesday -  April 15 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,106,Day 106,106,Day 106,15,Day 15,15,Day 15,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
837,4/16/2008 0:00,Wednesday -  April 16 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,107,Day 107,107,Day 107,16,Day 16,16,Day 16,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
838,4/17/2008 0:00,Thursday -  April 17 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,108,Day 108,108,Day 108,17,Day 17,17,Day 17,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
839,4/18/2008 0:00,Friday -  April 18 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,109,Day 109,109,Day 109,18,Day 18,18,Day 18,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
840,4/19/2008 0:00,Saturday -  April 19 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,110,Day 110,110,Day 110,19,Day 19,19,Day 19,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
841,4/20/2008 0:00,Sunday -  April 20 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,111,Day 111,111,Day 111,20,Day 20,20,Day 20,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
842,4/21/2008 0:00,Monday -  April 21 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,112,Day 112,112,Day 112,21,Day 21,21,Day 21,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
843,4/22/2008 0:00,Tuesday -  April 22 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,113,Day 113,113,Day 113,22,Day 22,22,Day 22,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
844,4/23/2008 0:00,Wednesday -  April 23 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,114,Day 114,114,Day 114,23,Day 23,23,Day 23,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
845,4/24/2008 0:00,Thursday -  April 24 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,115,Day 115,115,Day 115,24,Day 24,24,Day 24,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
846,4/25/2008 0:00,Friday -  April 25 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,116,Day 116,116,Day 116,25,Day 25,25,Day 25,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
847,4/26/2008 0:00,Saturday -  April 26 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,117,Day 117,117,Day 117,26,Day 26,26,Day 26,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
848,4/27/2008 0:00,Sunday -  April 27 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,118,Day 118,118,Day 118,27,Day 27,27,Day 27,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
849,4/28/2008 0:00,Monday -  April 28 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,119,Day 119,119,Day 119,28,Day 28,28,Day 28,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
850,4/29/2008 0:00,Tuesday -  April 29 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,120,Day 120,120,Day 120,29,Day 29,29,Day 29,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
851,4/30/2008 0:00,Wednesday -  April 30 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,04-01-2008 00:00,Apr-08,121,Day 121,121,Day 121,30,Day 30,30,Day 30,4,Month 4,4,Month 4,1,Month 1,2,Quarter 2,2,Quarter 2,1,Semester 1
852,05-01-2008 00:00,Thursday -  May 01 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,122,Day 122,122,Day 122,31,Day 31,1,Day 1,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
853,05-02-2008 00:00,Friday -  May 02 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,123,Day 123,123,Day 123,32,Day 32,2,Day 2,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
854,05-03-2008 00:00,Saturday -  May 03 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,124,Day 124,124,Day 124,33,Day 33,3,Day 3,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
855,05-04-2008 00:00,Sunday -  May 04 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,125,Day 125,125,Day 125,34,Day 34,4,Day 4,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
856,05-05-2008 00:00,Monday -  May 05 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,126,Day 126,126,Day 126,35,Day 35,5,Day 5,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
857,05-06-2008 00:00,Tuesday -  May 06 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,127,Day 127,127,Day 127,36,Day 36,6,Day 6,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
858,05-07-2008 00:00,Wednesday -  May 07 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,128,Day 128,128,Day 128,37,Day 37,7,Day 7,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
859,05-08-2008 00:00,Thursday -  May 08 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,129,Day 129,129,Day 129,38,Day 38,8,Day 8,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
860,05-09-2008 00:00,Friday -  May 09 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,130,Day 130,130,Day 130,39,Day 39,9,Day 9,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
861,05-10-2008 00:00,Saturday -  May 10 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,131,Day 131,131,Day 131,40,Day 40,10,Day 10,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
862,05-11-2008 00:00,Sunday -  May 11 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,132,Day 132,132,Day 132,41,Day 41,11,Day 11,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
863,05-12-2008 00:00,Monday -  May 12 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,133,Day 133,133,Day 133,42,Day 42,12,Day 12,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
864,5/13/2008 0:00,Tuesday -  May 13 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,134,Day 134,134,Day 134,43,Day 43,13,Day 13,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
865,5/14/2008 0:00,Wednesday -  May 14 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,135,Day 135,135,Day 135,44,Day 44,14,Day 14,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
866,5/15/2008 0:00,Thursday -  May 15 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,136,Day 136,136,Day 136,45,Day 45,15,Day 15,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
867,5/16/2008 0:00,Friday -  May 16 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,137,Day 137,137,Day 137,46,Day 46,16,Day 16,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
868,5/17/2008 0:00,Saturday -  May 17 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,138,Day 138,138,Day 138,47,Day 47,17,Day 17,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
869,5/18/2008 0:00,Sunday -  May 18 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,139,Day 139,139,Day 139,48,Day 48,18,Day 18,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
870,5/19/2008 0:00,Monday -  May 19 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,140,Day 140,140,Day 140,49,Day 49,19,Day 19,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
871,5/20/2008 0:00,Tuesday -  May 20 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,141,Day 141,141,Day 141,50,Day 50,20,Day 20,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
872,5/21/2008 0:00,Wednesday -  May 21 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,142,Day 142,142,Day 142,51,Day 51,21,Day 21,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
873,5/22/2008 0:00,Thursday -  May 22 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,143,Day 143,143,Day 143,52,Day 52,22,Day 22,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
874,5/23/2008 0:00,Friday -  May 23 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,144,Day 144,144,Day 144,53,Day 53,23,Day 23,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
875,5/24/2008 0:00,Saturday -  May 24 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,145,Day 145,145,Day 145,54,Day 54,24,Day 24,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
876,5/25/2008 0:00,Sunday -  May 25 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,146,Day 146,146,Day 146,55,Day 55,25,Day 25,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
877,5/26/2008 0:00,Monday -  May 26 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,147,Day 147,147,Day 147,56,Day 56,26,Day 26,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
878,5/27/2008 0:00,Tuesday -  May 27 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,148,Day 148,148,Day 148,57,Day 57,27,Day 27,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
879,5/28/2008 0:00,Wednesday -  May 28 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,149,Day 149,149,Day 149,58,Day 58,28,Day 28,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
880,5/29/2008 0:00,Thursday -  May 29 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,150,Day 150,150,Day 150,59,Day 59,29,Day 29,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
881,5/30/2008 0:00,Friday -  May 30 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,151,Day 151,151,Day 151,60,Day 60,30,Day 30,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
882,5/31/2008 0:00,Saturday -  May 31 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,05-01-2008 00:00,May-08,152,Day 152,152,Day 152,61,Day 61,31,Day 31,5,Month 5,5,Month 5,2,Month 2,2,Quarter 2,2,Quarter 2,1,Semester 1
883,06-01-2008 00:00,Sunday -  June 01 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,153,Day 153,153,Day 153,62,Day 62,1,Day 1,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
884,06-02-2008 00:00,Monday -  June 02 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,154,Day 154,154,Day 154,63,Day 63,2,Day 2,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
885,06-03-2008 00:00,Tuesday -  June 03 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,155,Day 155,155,Day 155,64,Day 64,3,Day 3,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
886,06-04-2008 00:00,Wednesday -  June 04 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,156,Day 156,156,Day 156,65,Day 65,4,Day 4,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
887,06-05-2008 00:00,Thursday -  June 05 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,157,Day 157,157,Day 157,66,Day 66,5,Day 5,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
888,06-06-2008 00:00,Friday -  June 06 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,158,Day 158,158,Day 158,67,Day 67,6,Day 6,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
889,06-07-2008 00:00,Saturday -  June 07 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,159,Day 159,159,Day 159,68,Day 68,7,Day 7,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
890,06-08-2008 00:00,Sunday -  June 08 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,160,Day 160,160,Day 160,69,Day 69,8,Day 8,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
891,06-09-2008 00:00,Monday -  June 09 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,161,Day 161,161,Day 161,70,Day 70,9,Day 9,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
892,06-10-2008 00:00,Tuesday -  June 10 2008,01-01-2008 00:00,Calendar 2008,01-01-2008 00:00,Semester 1 -  2008,04-01-2008 00:00,Quarter 2 -  2008,06-01-2008 00:00,Jun-08,162,Day 162,162,Day 162,71,Day 71,10,Day 10,6,Month 6,6,Month 6,3,Month 3,2,Quarter 2,2,Quarter 2,1,Semester 1
